Subject,Email_Content,Label
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Follow-up on your support ticket,Thank you for contacting support. Here is a follow-up regarding your ticket.,0
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Invoice for your recent purchase,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Unusual activity on your account,Click the link below to secure your account and prevent unauthorized access.,1
E-Ticket Confirmation for Concert,Your e-ticket for the upcoming concert has been confirmed. Download your ticket from our official website.,0
Google Account Activity Alert,"A login to your Google account was detected from a recognized device. If this was you, no action is needed.",0
Congratulations on Your New Job!,We are pleased to offer you the position at our company. Please review the attached offer letter.,0
Thank You for Your Donation,We sincerely appreciate your recent donation to our cause. Your support makes a big difference.,0
Subscription Payment Successful,Thank you for your subscription payment of $50.00. Your plan has been renewed successfully.,0
Your Package is Out for Delivery,Your package is on its way and will be delivered by 6 PM today. Track your delivery via our official website.,0
Payment Receipt for Event Registration,Thank you for registering for our upcoming event. Your payment has been received successfully.,0
Successful Email Account Migration,Your email account has been successfully migrated. No action is required from your end.,0
Request for Feedback on Your Purchase,We hope you loved your recent purchase. Share your feedback and help us serve you better.,0
Subscription Cancelled Successfully,Your subscription has been cancelled. We hope to see you back again in the future.,0
Credit Card Statement Ready,Your monthly credit card statement is now available. Please log in to view the details securely.,0
Your Appointment Reminder,This is a reminder for your appointment scheduled on July 15th at 2 PM. Please confirm your attendance.,0
Scholarship Application Update,We have received your scholarship application. Results will be announced on August 1st.,0
LinkedIn Job Alert: New Jobs for You,"Based on your profile, here are some new job opportunities that might interest you.",0
Password Reset Confirmation,"Your password has been reset successfully. If this was not you, contact support immediately.",0
Shipping Confirmation: Order #98765,Your order has been shipped and is expected to arrive by July 12th. Track your shipment for updates.,0
Health Insurance Renewal Notice,Your health insurance policy will expire soon. Renew it today to continue enjoying coverage.,0
Access Granted to Shared Document,You now have access to the shared document titled 'Project Plan'. Open it via the official link.,0
Social Media Update: New Follower,You have a new follower on your profile. Check out their profile and connect with them.,0
Your Conference Ticket is Ready,Your ticket for the annual conference is ready. Download it from the official portal.,0
Your Refund Has Been Processed,Your refund of $80.00 has been successfully processed and will reflect in your account shortly.,0
Urgent: Verify Your Phone Number,Please verify your phone number to ensure the security of your account. No action will result in restricted access.,0
Action Required: Update Payment Info,Your payment method is expiring soon. Update your details to avoid service interruption.,0
Donation Receipt: Thank You!,Thank you for your generous donation of $100. Your contribution helps us achieve our mission.,0
Friendly Reminder: Update Profile Information,Please take a moment to update your profile information for a better user experience.,0
Verify your account immediately!,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Meeting rescheduled to next week,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,We've detected unusual login attempts. Click here to review your account.,1
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Important: Password Reset Required,Your account has been flagged for a password reset. Follow this link to reset your password.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
